Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Notes,Location,City,lon,lat,Reason for tow,Trade Name,Merchant,Address,lot_lon,lot_lat,tow_dist
2024-03-02,2016.0,HYUN,BELOSTER,HENRYS 301-869-4800 NOP,3831 LANSDALE CT,BURTONSVILLE,-76.931509011,39.084129999,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31771.2
2021-09-10,2006.0,HOND,ACC,REASON : EXPIRED TAGS  TOW CO: SPEEDY 301- 588-1322  TCL,14103 FALL ACRE CT,SILVER SPRING,-77.05712,39.10717,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9898.7
2022-07-01,2013.0,BUIC,VERANO,EXPIRED PERMIT DISPLAYED  HENRYS@301-869-4800//TCL,11215 GEORGIA AVE,SILVER SPRING,-77.05059,39.03977,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20617.8
2023-02-26,2019.0,HOND,HRV,NO PERMIT // HENRYS // 301-869-4800 // TCL,915 SILVER SPRING AVE,SILVER SPRING,-77.0255,38.99165,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31764.2
2022-11-24,2006.0,HYUN,SON,HENRYS TOWING 301-869-4800  BACK TO LOT  PAY TO PARK - CUST DIDNT PAY VIA THE APP,12430 PARK POTOMAC AVE,POTOMAC,-77.15755,39.05938,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16957.4
2023-03-30,2012.0,HOND,,NO PERMIT / DRIVE TOWING 301-585-8808 /TCL,475 SOUTHAMPTON DR,SILVER SPRING,-76.9842,39.00617,NOP,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,12472.8
2022-04-08,2017.0,TOYT,CAM,"HENRYS, 3018694800  TCL  UNAUTHROZIED PRKING",1131 UNIVERSITY BLVD E,TAKOMA PARK,-76.98916,38.99022,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,36257.5
2023-11-28,2018.0,BMW,X6,VIN IS COVERED // NOP - SPEEDY - 301-588-1322 - TCL,8615 FENTON ST,SILVER SPRING,-77.027409969,38.998060007,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,17490.8
2021-07-20,2008.0,CHEV,CBT,PKG  SPEEDY  -  301-588-1322 TCL,19900 APPLE RIDGE PL,MONTGOMERY VILLAGE,-77.21564,39.18115,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,15186.4
2024-05-19,2018.0,NISS,PTH,BIGTOW 301-424-4869//TCL//NOP,18065 COTTAGE GARDEN DR,GERMANTOWN,-77.277431999,39.153788015,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,14341.0
2023-09-12,2015.0,HOND,ACC,,APPLEDOWRE WAY / BRANDERMILL DR,GERMANTOWN,-77.237019619,39.186046093,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,10233.5
2023-06-29,2019.0,GMC,ACA,NOP / AUTHORIZED @ 301-562-4020 // TCL,9305 CORPORATE BLVD,ROCKVILLE,-77.19223699399998,39.107820987000025,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9213.3
2021-08-24,2016.0,JEEP,CHK,WALK OFF// SPEEDY 301-588-1322//TCL,12389 GEORGIA AVE,SILVER SPRING,-77.05075,39.05991,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,12217.5
2023-03-05,2016.0,FORD,EXPLORER,PRV / NO OVERNITE // HENRYS 301-869-4800 // TCL,10111 STEDWICK RD,MONTGOMERY VILLAGE,-77.20874,39.17052,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4043.0
2022-08-07,2018.0,HOND,HRV,"HENRYS, 3018694800  TCL  VISITOR PRKED IN RESIDENT",17101 QUEEN VICTORIA CT,GAITHERSBURG,-77.20502,39.13651,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6599.2
2023-07-01,2002.0,TOYT,CAM,FIRE LANE // HENRYS 301-869-4800 // TCL   VIN UNREADABLE,10300 RIDGELINE DR,MONTGOMERY VILLAGE,-77.207618038,39.174842015,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3988.6
2024-02-27,2017.0,GMC,YUK,NOP // AUTHORIZED 301-562-4020 // TCL,813 QUINCE ORCHARD BLVD,GAITHERSBURG,-77.228685029,39.143093,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8617.2
2022-09-02,2013.0,HYUN,GEN,NOP // HENRY'S // 301-869-4800 // TCL,19028 MILLS CHOICE RD,MONTGOMERY VILLAGE,-77.20834,39.16802,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4206.5
2023-08-19,2016.0,HOND,ACC,NOP // TCL  HENRYS // 301-869-4800,7902 CORIANDER DR,GAITHERSBURG,-77.16420397,39.157873983,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,1628.6
2023-12-09,2012.0,COOP,MINI,DBL PARKED // HENRYS 301-869-4800 // TCL,22534 TATE ST,CLARKSBURG,-77.273765,39.225951004,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13000.5
2023-06-30,2017.0,HOND,ACC,NO PERMIT  AUTHORIZED@301-562-4020//TCL,5405 TUCKERMAN LN,ROCKVILLE,-77.108062989,39.030350996,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21577.1
2021-07-08,2017.0,SUBA,LEG,NOP // DIVERSIFY // 301 881 8035 // TCL,12710 VEIRS MILL RD,ROCKVILLE,-77.09819,39.06474,NOP,Diversified Recovery,Diversified Recovery,"12527 Parklawn Drive, Rockville, MD 20852",-77.117447177077,39.061616842557,3141.6
2023-01-10,1998.0,MERZ,C280,NOP  HENRYS 301-869-4800  TCL,1601 CARRIAGE HOUSE TER,SILVER SPRING,-76.98,39.04831,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30688.8
2023-08-30,2015.0,LEXS,RX350,NOP   HENRYS 301-927-0007  TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2023-06-13,2015.0,HOND,CIV,UNPAID PARKING / MANAGEMENT REQ / HENRYS 301-869-4800 // TCL,1010 RIPLEY ST,SILVER SPRING,-77.02763502299996,38.99227301500008,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31680.6
2023-03-12,2015.0,HOND,ODY,REASON : NOP   TOW CO : AUTHORIZED   301-562-4020  TCL,9727 MT PISGAH RD,SILVER SPRING,-76.97482,39.01713,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,32835.5
2022-03-15,2018.0,TOYT,CAM,AUTHORIZED 301-562-4020 // EXP PERMIT // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.26139,39.17946,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13107.9
2024-06-08,2008.0,TOYT,HGH,EXP TAGS AUBURN 301-977-2740 TCL,12630 VEIRS MILL RD,ROCKVILLE,-77.09564302,39.062420995,EXP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,8847.8
2023-11-06,2009.0,TOYT,CAM,,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2024-03-10,2019.0,HOND,CIV,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,7500 WESTLAKE TER,BETHESDA,-77.151729016,39.025540999,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21466.1
2024-07-12,2020.0,HOND,ACC,EXP PERMIT,2405 JONES LN,SILVER SPRING,-77.049458985,39.053931008,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,17887.0
2023-11-14,2006.0,FORD,EC3,NO PARKING ZONE // AUTHORIZED 301-562-4020 // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.261135987,39.179386012,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13230.6
2021-07-31,2015.0,MERZ,E350,PRIV PROP / MILLERS 301-602-0392 / TCL,11305 GEORGIA AVE,SILVER SPRING,-77.05136,39.04049,PVT,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,19674.5
2021-07-18,2012.0,HOND,ACC,REASON: NOP  BACK TO TCL,1700 HAMPSHIRE GREEN LN,SILVER SPRING,-76.97602,39.0155,NOP,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,11167.8
2022-08-16,2018.0,SUBA,CRO,AUTHORIZED 301-562-4020 // NOP // TCL,5405 TUCKERMAN LN,ROCKVILLE,-77.1083,39.02967,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21314.4
2022-07-10,2015.0,HOND,CIV,INVALID TAGS ON PRV PROP // HENRYS 301-869-4800 // TCL,9900 FOREST VIEW PL,MONTGOMERY VILLAGE,-77.20406,39.18941,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,5275.5
2024-03-02,2008.0,DODG,3500,EXP PERMIT // SPEEDY TOWING // 301 588 1322,2356 GLENMONT CIR,SILVER SPRING,-77.046956987,39.058868996,EXP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,12218.3
2023-02-10,2014.0,KIA,OPI,HANDICAP W/O PERMIT OR TAG  AUTHORIZED@301-562-4020//TCL,9901 GABLE RIDGE TER,ROCKVILLE,-77.20509,39.10838,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,11408.9
2023-02-05,2015.0,NISS,SEN,REASON:   NOP  BACK TO TCL:  AUTHORIZED (301) 562-4020,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06679,39.0894,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13797.5
2021-09-17,1996.0,ACUR,INT,HENRYS TOWING 301-869-4800  DOUBLE PARKED PER MANAGEMENT REQUEST,1958 FLOWERING TREE TER,SILVER SPRING,-77.04087,39.024,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22496.4
2022-06-20,2006.0,HOND,ACC,NOT PARKED IN MARK SPACE   AUTHORIZED 301 562 4020 BTL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06679,39.0894,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13797.5
2022-03-21,2016.0,NISS,SEN,ALTERED PERMIT // HENRYS 301.927.0007 TCL,11215 GEORGIA AVE,SILVER SPRING,-77.05059,39.03977,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20617.8
2023-05-24,2015.0,FORD,F15,"HENRYS (301) 869-4800, EXP, BACK TO THE LOT // 2015 WHI FORD F150, MD 37893CK",26000 BRIGADIER PL,DAMASCUS,-77.20459,39.28332,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18364.6
2022-11-08,2020.0,KIA,SOL,"AUBURN TOWING (301) 977-2740, NOP, BACK TO THE LOT // 2020 WHI KIA SOL, NJ P13MNU",TURMERIC CT / CINNAMON DR,GERMANTOWN,-77.26714,39.16278,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,13325.6
2022-12-27,2009.0,HOND,CRV,PARKED IN LOC OTHER THAN A MARKED SPACE  HENRY'S 301-869-4800  TCL,2386 GLENMONT CIR,SILVER SPRING,-77.04885,39.05753,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18124.5
2021-07-06,2010.0,HOND,ACC,NOP  HENRY'S 301-869-4800 TCL,19046 MILLS CHOICE RD,MONTGOMERY VILLAGE,-77.20878,39.16824,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4223.6
2021-09-02,2015.0,HOND,FIT,AUTH 3015624020  PKG IN UNMARKED SPOT   TCL,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29906.0
2024-01-15,2022.0,HOND,HRV,NOP  AUHTORIZED 301-562-4020  TCL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.067597004,39.088272,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13941.1
2023-09-13,2018.0,HYUN,ELN,INV PERMIT // TCL  HENRYS //  301-927-0007,11870 GRAND PARK AVE,ROCKVILLE,-77.117761018,39.050332992,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19073.2
2022-09-16,1998.0,TOYT,SNA,"NOP, PARKED IN RESERVED// AUBURN, 301-977-2740, TCL",1380 PICCARD DR,ROCKVILLE,-77.18047,39.10656,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,3070.5
2024-05-23,2021.0,NISS,VRS,"HENRYS (301) 869-4800, EXP, BACK TO THE LOT //",12907 CROOKSTON LN,ROCKVILLE,-77.110804039,39.068592004,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16258.1
2024-05-11,2012.0,HOND,CIV,PKG- HENRY'S - 301-869-4800- TCL,9420 COLLETTE WAY,MONTGOMERY VILLAGE,-77.194848041,39.154731021,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4149.5
2022-07-22,2012.0,NISS,JUK,NOP// BIG TOW// 301.424.4869// TCL,10022 STEDWICK RD,MONTGOMERY VILLAGE,-77.20624,39.16952,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10100.7
2024-03-08,2016.0,TOYT,CAM,HENRYS TOWING 301-869-4800 TCL,8616 2ND AVE,SILVER SPRING,-77.034340965,38.997343019,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31203.2
2024-05-23,2014.0,FORD,F15,"AUTHORIZED 301 562 4020, NOP, BACK TO THE LOT //",14120 WEEPING WILLOW DR,SILVER SPRING,-77.067597004,39.088272,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13941.1
2022-05-08,2011.0,LEXS,350,PARKED ON PROPETY W/ NO VALID PERMIT // AUTHORIZED 301-562-4020 // TCL,22551 CABIN BRANCH AVE,CLARKSBURG,-77.28681,39.22318,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,17516.7
2021-10-15,2010.0,HOND,CIV,EXP GUEST PASS AUTHORIZED 3015624020 TCL    OWNER NOTIF,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29906.0
2024-05-19,2015.0,NISS,ALT,NOP // HENRYS 301-869-4800 TCL,2217 GEORGIAN WAY,SILVER SPRING,-77.047521005,39.054868021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18481.6
2022-08-11,2018.0,HOND,ACC,HENRYS 301-869-4800 TCL // NOP DISPLAYED,15251 SIESTA KEY WAY,ROCKVILLE,-77.19424,39.10602,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9929.1
2024-06-24,2023.0,HOND,CIV,NOP/ AUBURN TOWING 301-977-2740 / LOT,430 ALLIED PL,GAITHERSBURG,-77.191282966,39.151409985,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,7062.6
2023-04-04,2014.0,MERZ,GL3,NO PERMIT // AUHTOIZED // 301-562-4020 // TCL,9409 PENSHURST CT,MONTGOMERY VILLAGE,-77.19204798199996,39.194084014000055,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5038.5
2024-05-20,2017.0,FORD,FUS,RESERVED/HENRY 301 869 4800 TCL,5454 NICHOLSON LN,ROCKVILLE,-77.107691,39.044263991,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20576.6
2022-10-20,2009.0,TOYT,RAV,NO PERMIT // HENRYS // 301-869-4800 // TCL,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30446.0
2023-03-26,2011.0,CHEV,EQX,NOP  // HENRY'S TOWING 301 869 4800 / TCL,CARRIAGE WALK CIR / CARRIAGE WALK CT,GAITHERSBURG,,,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,
2022-12-19,2009.0,TOYT,CAM,AUBURN 3019772740  NO PARKED IN VISITOR AREA  TCL,124 DUVALL LN,GAITHERSBURG,-77.20303,39.12954,PKG,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,6186.0
2023-12-05,2015.0,TOYT,TAC,,14 BRIAN CT,GAITHERSBURG,-77.181831029,39.144944981,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4506.5
2024-01-13,2023.0,MAZD,CX3,"SPEEDY TOWING (301) 588-1322, PKG, BACK TO THE LOT //",8204 FENTON ST,SILVER SPRING,-77.024229959,38.99194302,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,18246.1
2022-08-03,2009.0,VOLV,,HENRY' 301 869 4800 // NO PERMIT,15250 SIESTA KEY WAY,ROCKVILLE,-77.19426,39.10599,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9932.8
2022-10-03,2003.0,TOYT,CST,UNAUTHORIZED PKG // HENRYS // 301-869-4800 // TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2023-04-01,1994.0,CHEV,LUM,NOP AUTHORIZED 3015624020 TCL,420 LINCOLN ST,ROCKVILLE,-77.14288,39.09261,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,10803.0
2023-02-17,2016.0,NISS,ALT,HENRYS. 3018694800  TCL  INVALID/OLD PERMIT  OWNER NOTIF,9830 ISLANDSIDE DR,MONTGOMERY VILLAGE,-77.19977,39.16286,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4906.3
2023-03-09,2020.0,HYUN,ELN,EXP PERMIT // HENRYS 301 869 4800 // TCL,6409 ROCK FOREST DR,BETHESDA,-77.12813,39.0294,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19950.8
2023-03-30,2004.0,HOND,CIV,NOP   AUTHORIZED 301-562-4020  TCL,7 N SUMMIT DR,GAITHERSBURG,-77.1916,39.14585,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5639.5
2022-06-13,2021.0,HYUN,ELN,NOP// AUTHORIZED 301-562-4020//TCL,11141 GEORGIA AVE,SILVER SPRING,-77.05042,39.03767,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20167.4
2023-01-10,2022.0,MERZ,GLC300,"PARKED IN RESERVED SPACE W/OUT PROPER PERMIT// AUTHORIZED, 301-562-4020, TCL",11141 GEORGIA AVE,SILVER SPRING,-77.05042,39.03767,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20167.4
2022-04-01,2018.0,JEEP,COMP,NOP  // AUTHORIZED TOWING 301 562 4020 // TCL,9305 CORPORATE BLVD,ROCKVILLE,-77.1924,39.10747,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9027.5
2023-07-20,2006.0,DODG,,WALK OFF // MILLER'S 301-602-0392 // TCL,200 N WASHINGTON ST,ROCKVILLE,-77.153160981,39.086051005,PKG,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,10367.4
2023-05-01,2021.0,TOYT,COA,NOP HENRYS 3018694800 TCL,WELL HOUSE CT / METZ DR,GERMANTOWN,-77.27014,39.15493,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11627.7
2023-05-09,2004.0,BUIC,LES,"HENRYS 3018694800  TCL  NO OPEN AIR PRKING, INOPERABLE",15108 FREDERICK RD,ROCKVILLE,-77.15854098899996,39.10340900500006,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9511.7
2022-06-19,2018.0,TOYT,HGH,FIRE LANE // HENRYS # 301-869-4800 // TCL,800 WEST SIDE DR,GAITHERSBURG,-77.20492,39.12641,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,8095.5
2023-11-18,,TOYT,TAC,MILLERS 301-602-0392  TCL // PRV PROP,22 N SUMMIT AVE,GAITHERSBURG,-77.193446,39.142887014,PVT,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,5661.4
2023-03-17,2020.0,ACUR,,NO PERMIT / HENRYS 301-869-4800 / TCL,12111 CLIFFTONDALE DR,SILVER SPRING,-76.97362,39.05323,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,32655.3
2022-07-06,2012.0,NISS,,BIG TOW 301 424 4869  // ABAND  VRS 22-2787,LONGDRAFT RD / E DARBY CT,GAITHERSBURG,-77.23843,39.15085,ABN,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,9957.2
2023-10-25,2017.0,HOND,ACC,HENRYS TOW 301-869-4800//NO PARKING ZONE//TCL,2511 GLENALLAN AVE,SILVER SPRING,-77.052589961,39.064590986,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,17545.3
2022-08-07,2017.0,TOYT,COA,NOP AUTHORIZED 301 562 4020 // TCL,979 CLOPPER RD,GAITHERSBURG,-77.22802,39.14586,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8298.3
2022-02-15,2016.0,TOYT,COA,NOP // AUTHROIZED 301-562-4020 TCL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06679,39.0894,,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13797.5
